Date,Open,High,Low,Close,Adj Close,Volume
06/07/2015,163.830002,165.229996,163.520004,164.729996,134.320374,3079800
07/07/2015,164.940002,165.350006,162.229996,165,134.540527,3549900
08/07/2015,164,164.940002,162.679993,163.160004,133.040222,2776300
09/07/2015,165.339996,165.509995,163.699997,163.850006,133.602829,4199700
10/07/2015,165.660004,167.399994,165.520004,166.949997,136.130569,4538300
13/07/2015,167.929993,169.889999,167.520004,169.380005,138.112,4229000
14/07/2015,169.429993,169.539993,168.240005,168.610001,137.484131,3025300
15/07/2015,168.479996,169.270004,168,168.529999,137.418915,1998000
16/07/2015,169.470001,171.089996,169.160004,171,139.432938,3529900
17/07/2015,170.330002,172.520004,170.100006,172.509995,140.664154,4356400
20/07/2015,172.789993,173.779999,172.139999,173.220001,141.243134,7377800
21/07/2015,164.339996,166.350006,162.020004,163.070007,132.966827,13752300
22/07/2015,162.729996,163.070007,159.699997,160.350006,130.748947,7181800
23/07/2015,160.270004,162.75,159.830002,161.729996,131.874161,5034200
24/07/2015,161.289993,161.929993,159.410004,159.75,130.25972,3778200
27/07/2015,159,160.179993,158.600006,159.070007,129.705231,3706200
28/07/2015,159.910004,160.190002,158.5,160.050003,130.504349,2721000
29/07/2015,160,161.5,159.389999,161.089996,131.352341,3378400
30/07/2015,160.5,161.399994,159.75,160.960007,131.246353,1994700
31/07/2015,161.399994,162.059998,160.630005,161.990005,132.086212,3580200
03/08/2015,161.699997,161.850006,157.899994,158.710007,129.411682,4615700
04/08/2015,158.399994,158.820007,156.869995,157.600006,128.506592,5260600
05/08/2015,159.100006,159.539993,157.479996,157.899994,128.751205,3472800
06/08/2015,157.130005,157.539993,156.179993,156.320007,128.521011,3004800
07/08/2015,155.889999,156.25,154.339996,155.119995,127.534416,3794900
10/08/2015,156.770004,157.470001,156.119995,156.75,128.874557,4613400
11/08/2015,155.960007,155.990005,154.860001,155.509995,127.855072,3167100
12/08/2015,154.259995,156.520004,153.949997,156.160004,128.38945,3560300
13/08/2015,156.059998,156.089996,154.320007,155.070007,127.493324,2533400
14/08/2015,155,156.210007,154.580002,155.75,128.052399,3226400
17/08/2015,155.199997,156.690002,154.699997,156.309998,128.512802,2249600
18/08/2015,155.509995,156.520004,155.25,156.009995,128.266159,2018300
19/08/2015,155.149994,155.669998,153.410004,153.940002,126.564262,4206400
20/08/2015,152.740005,153.910004,152.5,152.660004,125.511902,4011500
21/08/2015,151.5,153.190002,148.699997,148.850006,122.379456,7362100
24/08/2015,143.470001,147.759995,143,143.470001,117.956184,10189700
25/08/2015,146.940002,147.110001,140.619995,140.960007,115.892578,7073200
26/08/2015,144.089996,146.979996,142.139999,146.699997,120.611786,6221800
27/08/2015,148.5,148.970001,145.660004,148.539993,122.124542,4976600
28/08/2015,147.75,148.199997,147.179993,147.979996,121.664154,4076300
31/08/2015,147.380005,148.399994,146.259995,147.889999,121.590149,4093100
01/09/2015,144.910004,144.979996,141.850006,142.679993,117.306671,5272000
02/09/2015,144.740005,145.080002,143.179993,145.050003,119.255211,4252000
03/09/2015,146.050003,148.029999,145.770004,146.779999,120.677513,3603500
04/09/2015,144.570007,145.399994,143.320007,143.699997,118.145271,4201100
08/09/2015,145.860001,147.339996,145.660004,147.229996,121.047531,3933300
09/09/2015,148.740005,149.039993,144.850006,145.050003,119.255211,3407800
10/09/2015,145.850006,147.160004,144.509995,146.199997,120.200706,3461700
11/09/2015,145.910004,147.5,145.669998,147.369995,121.162643,3115100
14/09/2015,147.369995,147.369995,145.410004,145.649994,119.748489,3226700
15/09/2015,146.600006,147.929993,145.759995,147.529999,121.294167,2717100
16/09/2015,147.839996,148.889999,147.539993,148.410004,122.0177,2799200
17/09/2015,148.100006,149.679993,147.300003,148.139999,121.795708,4003000
18/09/2015,146.050003,146.389999,143.979996,144.509995,118.811226,7975800
21/09/2015,145.389999,146.979996,144.919998,146.479996,120.430916,3825000
22/09/2015,144.619995,145.059998,143.770004,144.429993,118.745445,3564100
23/09/2015,144.210007,144.570007,142.75,143.660004,118.112381,2674200
24/09/2015,142.600006,145.070007,141.949997,144.410004,118.729027,3280300
25/09/2015,145.550003,146.270004,144.529999,145.419998,119.559387,3474400
28/09/2015,144.419998,145.380005,142.470001,142.520004,117.17511,4317300
29/09/2015,141.990005,142.660004,141.149994,142.470001,117.134033,4763500
30/09/2015,143.690002,145.710007,143.660004,144.970001,119.18943,3946200
01/10/2015,145.309998,145.669998,141.589996,143.589996,118.054878,3880900
02/10/2015,141.050003,144.589996,140.559998,144.580002,118.868813,3054400
05/10/2015,145.820007,149.889999,145.820007,149.039993,122.535622,5131800
06/10/2015,149.059998,150.149994,148.490005,148.779999,122.321892,3018100
07/10/2015,150.039993,150.729996,148.860001,150.089996,123.398911,2980800
08/10/2015,149.690002,153.020004,149.289993,152.279999,125.199486,4794400
09/10/2015,152.460007,153.149994,151.270004,152.389999,125.289917,3531100
12/10/2015,152.399994,152.580002,150.850006,151.139999,124.262184,3227600
13/10/2015,150.779999,150.779999,149.179993,149.619995,123.012482,3915700
14/10/2015,149.600006,150.649994,149.020004,150.009995,123.333138,3353000
15/10/2015,150.910004,151.240005,148.580002,150.089996,123.398911,3476200
16/10/2015,150.449997,151.199997,149.259995,150.389999,123.645569,3483700
19/10/2015,149.850006,149.970001,148.380005,149.220001,122.683647,7954700
20/10/2015,142.490005,142.880005,140.270004,140.639999,115.629456,16025600
21/10/2015,140.25,142.660004,139.300003,140.919998,115.859627,6990600
22/10/2015,141.740005,145.070007,141.619995,144.089996,118.465927,5583200
23/10/2015,144.610001,145.490005,143.699997,144.679993,118.951004,5370400
26/10/2015,144.75,145,143.210007,143.660004,118.112381,3489400
27/10/2015,143.509995,143.830002,137.330002,137.860001,113.343834,15008500
28/10/2015,137.919998,141.229996,137.5,140.830002,115.785652,8511400
29/10/2015,140.360001,140.820007,139.020004,140.550003,115.555466,3710400
30/10/2015,140.440002,141.330002,139.899994,140.080002,115.169029,3984000
02/11/2015,140.5,140.520004,139.570007,140.369995,115.40744,3822200
03/11/2015,140.020004,142.800003,139.899994,141.880005,116.648926,4349400
04/11/2015,142.550003,142.649994,141.300003,141.630005,116.443398,3516900
05/11/2015,141.610001,142.380005,139.630005,139.889999,115.012817,5096900
06/11/2015,138.600006,139.550003,137.869995,138.25,114.730659,4744900
09/11/2015,137.919998,138.080002,134.880005,135.309998,112.290825,8075600
10/11/2015,135.360001,135.740005,134.119995,135.470001,112.42363,4520800
11/11/2015,136.089996,136.199997,134.5,135.020004,112.050163,3164800
12/11/2015,134.699997,134.699997,133.009995,133.039993,110.407005,4701400
13/11/2015,132.949997,133,131.649994,131.75,109.336464,4613800
16/11/2015,131.789993,134.089996,131.789993,133.710007,110.963028,4190800
17/11/2015,134.220001,134.820007,133.309998,133.820007,111.054321,2815100
18/11/2015,134.789993,135.910004,134.259995,135.820007,112.714058,4149200
19/11/2015,136.210007,137.740005,136.009995,136.740005,113.477554,4753600
20/11/2015,137.369995,138.919998,137.25,138.5,114.938118,5176400
23/11/2015,138.529999,138.869995,137.119995,138.460007,114.904945,5137900
24/11/2015,137.649994,139.339996,137.309998,138.600006,115.021133,3407700
25/11/2015,138.369995,138.429993,137.380005,138,114.523201,3238200
27/11/2015,138,138.809998,137.210007,138.460007,114.904945,1415800
30/11/2015,138.610001,139.899994,138.520004,139.419998,115.701622,4545600
01/12/2015,139.580002,141.399994,139.580002,141.279999,117.245209,4195100
02/12/2015,140.929993,141.210007,139.5,139.699997,115.93399,3725400
03/12/2015,140.100006,140.729996,138.190002,138.919998,115.28669,5909600
04/12/2015,138.089996,141.020004,137.990005,140.429993,116.53978,4571600
07/12/2015,140.160004,140.410004,138.809998,139.550003,115.809517,3279400
08/12/2015,138.279999,139.059998,137.529999,138.050003,114.564728,3905200
09/12/2015,137.380005,139.839996,136.229996,136.610001,113.369667,4615000
10/12/2015,137.029999,137.850006,135.720001,136.779999,113.51075,4222300
11/12/2015,135.229996,135.440002,133.910004,134.570007,111.676727,5333800
14/12/2015,135.309998,136.139999,134.020004,135.929993,112.805359,5143800
15/12/2015,137.399994,138.970001,137.279999,137.789993,114.348923,4238500
16/12/2015,139.119995,139.649994,137.789993,139.289993,115.59375,4345500
17/12/2015,139.350006,139.5,136.309998,136.75,113.485855,4089500
18/12/2015,136.410004,136.960007,134.270004,134.899994,111.950584,10026100
21/12/2015,135.830002,135.830002,134.020004,135.5,112.448509,5617500
22/12/2015,135.880005,138.190002,135.649994,137.929993,114.465096,4263800
23/12/2015,138.300003,139.309998,138.110001,138.539993,114.971329,5164900
24/12/2015,138.429993,138.880005,138.110001,138.25,114.730659,1495200
28/12/2015,137.740005,138.039993,136.539993,137.610001,114.199539,3143400
29/12/2015,138.25,140.059998,138.199997,139.779999,116.000404,3943700
30/12/2015,139.580002,140.440002,139.220001,139.339996,115.635246,2989400
31/12/2015,139.070007,139.100006,137.570007,137.619995,114.207855,3462100
04/01/2016,135.600006,135.970001,134.240005,135.949997,112.82196,5229400
05/01/2016,136.759995,136.889999,134.850006,135.850006,112.738976,3924800
06/01/2016,134.380005,135.580002,133.619995,135.169998,112.174667,4310900
07/01/2016,133.699997,135.020004,132.429993,132.860001,110.257637,7025800
08/01/2016,133.179993,133.820007,131.320007,131.630005,109.236893,4762700
11/01/2016,131.809998,133.820007,131.759995,133.229996,110.564674,4974400
12/01/2016,133.649994,133.779999,131.130005,132.899994,110.290817,5078700
13/01/2016,133.5,134.279999,131.100006,131.169998,108.855125,4700100
14/01/2016,131.929993,133.789993,131.220001,132.910004,110.299133,5709600
15/01/2016,130.009995,130.880005,128.869995,130.029999,107.909058,9008500
19/01/2016,130.110001,132.100006,128.059998,128.110001,106.315704,9979600
20/01/2016,118.459999,123.989998,118,121.860001,101.128967,16157800
21/01/2016,121.300003,125.099998,120.580002,122.910004,102.000343,8851600
22/01/2016,124.669998,124.739998,121.769997,122.5,101.660103,9238400
25/01/2016,122.099998,124.230003,121.639999,122.080002,101.311531,5446000
26/01/2016,122.25,123.610001,122.239998,122.589996,101.734779,4617800
27/01/2016,122.730003,123.370003,120.650002,120.959999,100.38208,5026400
28/01/2016,121.260002,122.830002,121.010002,122.220001,101.427734,3942500
29/01/2016,123.279999,124.790001,122.959999,124.790001,103.560509,8248100
01/02/2016,124.400002,125.290001,123.709999,124.830002,103.593704,3574900
02/02/2016,123.669998,124.139999,122.639999,122.940002,102.025253,3287300
03/02/2016,123.989998,125.449997,122.290001,124.720001,103.502426,6223500
04/02/2016,125.080002,128.5,125,127.650002,105.93396,5266500
05/02/2016,127.220001,128.639999,125.849998,128.570007,106.697456,7177700
08/02/2016,126,127.510002,124.129997,126.980003,106.45433,7364000
09/02/2016,126.120003,126.93,123.769997,124.07,104.014717,5957200
10/02/2016,125,125.290001,119.839996,120.190002,100.761902,6469100
11/02/2016,118.779999,119.660004,116.900002,117.849998,98.80014,7307600
12/02/2016,119.260002,121.050003,118.349998,121.040001,101.474495,4936500
16/02/2016,121.830002,123.089996,121.339996,122.739998,102.899696,4061400
17/02/2016,123.709999,126.57,123.25,126.099998,105.716576,4821000
18/02/2016,130,134,129.75,132.449997,111.040123,9951600
19/02/2016,132.360001,133.649994,130.839996,133.080002,111.568291,5125300
22/02/2016,133.080002,134.309998,132.410004,133.770004,112.146767,4457400
23/02/2016,133.139999,133.410004,132.009995,132.399994,110.998215,3439700
24/02/2016,131.550003,133.490005,129.679993,132.800003,111.333549,4122600
25/02/2016,133.289993,134.509995,130.880005,134.5,112.758766,4358300
26/02/2016,134.509995,134.919998,131.949997,132.029999,110.688011,4386200
29/02/2016,132,133.360001,130.899994,131.029999,109.849663,4428000
01/03/2016,132.240005,134.639999,132.029999,134.369995,112.649765,3788500
02/03/2016,133.699997,137.440002,133.220001,136.300003,114.267784,5217200
03/03/2016,137.220001,137.960007,136.070007,137.800003,115.525299,5156400
04/03/2016,137.539993,139.419998,137.020004,137.800003,115.525299,3968400
07/03/2016,137.279999,140.509995,136.869995,140.149994,117.495453,5171000
08/03/2016,139.710007,140.350006,137.419998,139.070007,116.590034,5579100
09/03/2016,139.309998,142.169998,139.229996,140.410004,117.713432,4406500
10/03/2016,141.240005,141.470001,138.089996,140.190002,117.529007,4020600
11/03/2016,141.729996,142.919998,140.509995,142.360001,119.348236,4421900
14/03/2016,142.009995,143.190002,141.039993,142.779999,119.700317,4048800
15/03/2016,141.740005,143.330002,141.539993,142.960007,119.851234,3707500
16/03/2016,142.619995,144.880005,142.110001,144.789993,121.385437,4221900
17/03/2016,144.779999,147.320007,144.449997,147.039993,123.271729,5821600
18/03/2016,147.399994,147.509995,145.509995,147.089996,123.31366,12089700
21/03/2016,147.300003,148.710007,146.720001,148.630005,124.604721,3721600
22/03/2016,148.059998,149.279999,147.839996,148.100006,124.160385,4081900
23/03/2016,148,148.029999,145.130005,145.399994,121.896828,4764200
24/03/2016,144.979996,148.220001,144.490005,147.949997,124.03463,5044500
28/03/2016,147.75,148.649994,147.229996,148.399994,124.41188,3265100
29/03/2016,147.589996,149.759995,147.5,149.330002,125.191566,3138500
30/03/2016,149.949997,150.410004,148.320007,148.410004,124.42028,3331200
31/03/2016,149.789993,153.100006,149.360001,151.449997,126.96891,6780600
01/04/2016,150.509995,152.960007,150.25,152.520004,127.865921,3925500
04/04/2016,152.339996,153.520004,151.910004,152.070007,127.488625,3931200
05/04/2016,151.429993,151.600006,149.649994,150,125.753227,3337000
06/04/2016,149.899994,150.149994,147.809998,150.020004,125.770035,4194600
07/04/2016,149.070007,149.600006,148,148.25,124.286148,3663000
08/04/2016,149.059998,149.990005,148.119995,149.350006,125.208344,3293800
11/04/2016,150.259995,151.949997,149.220001,149.25,125.124481,3846100
12/04/2016,149.610001,150.110001,148.580002,149.630005,125.443062,3595800
13/04/2016,150.75,151.229996,149.630005,151.229996,126.784416,3168400
14/04/2016,151.5,152.759995,150.380005,151.160004,126.725769,3176500
15/04/2016,151.039993,152.100006,150.960007,151.720001,127.195236,3657600
18/04/2016,151.720001,153.139999,151.490005,152.529999,127.874298,6581700
19/04/2016,146.470001,146.949997,142.610001,144,120.723152,13190200
20/04/2016,144.240005,147.199997,144,146.110001,122.492073,6754300
21/04/2016,146.580002,150.119995,146.460007,149.300003,125.16642,6017700
22/04/2016,149.440002,151,147.5,148.5,124.495728,5191900
25/04/2016,148.160004,148.899994,147.110001,148.809998,124.755646,2848900
26/04/2016,148.649994,149.789993,147.899994,149.080002,124.981979,2979800
27/04/2016,149.350006,150.779999,148.970001,150.470001,126.147301,3111200
28/04/2016,149.75,150.179993,146.729996,147.070007,123.29689,3791500
29/04/2016,146.490005,147.339996,144.190002,145.940002,122.349533,4225800
02/05/2016,146.559998,147,144.429993,145.270004,121.787842,3502400
03/05/2016,144.649994,144.899994,142.899994,144.130005,120.832108,3584300
04/05/2016,143.360001,145,143.309998,144.25,120.932724,2577100
05/05/2016,145.949997,147.300003,145.449997,146.470001,122.793861,6501200
06/05/2016,144.860001,147.970001,144.470001,147.289993,124.672943,4895800
09/05/2016,147.699997,148.199997,147.009995,147.339996,125.912109,4302400
10/05/2016,148.240005,150.039993,147.740005,149.970001,128.159622,3992700
11/05/2016,149.710007,151.089996,148.740005,148.949997,127.287926,3093000
12/05/2016,149.210007,149.389999,147.110001,148.839996,127.193962,3249200
13/05/2016,148.789993,149.860001,147.419998,147.720001,126.236801,2398000
16/05/2016,147.649994,149.990005,147.440002,149.460007,127.72377,3069100
17/05/2016,149.210007,149.5,147.289993,148,126.476105,3490600
18/05/2016,147.990005,148.520004,146.360001,147.339996,125.912109,2491100
19/05/2016,146.479996,146.929993,143.960007,144.929993,123.852585,3685600
20/05/2016,145.710007,147.509995,145.550003,147.25,125.83519,3671500
23/05/2016,147.610001,147.949997,146.660004,146.770004,125.424973,2103800
24/05/2016,146.880005,148.75,146.880005,148.309998,126.741035,2929300
25/05/2016,148.929993,152.089996,148.5,151.690002,129.62944,4355300
26/05/2016,151.550003,152.509995,151.050003,152.440002,130.270401,3062900
27/05/2016,152.350006,152.929993,152.149994,152.839996,130.612213,2457100
31/05/2016,152.559998,153.809998,152.270004,153.740005,131.381332,5836600
01/06/2016,153,153.270004,151.539993,152.509995,130.330231,2663400
02/06/2016,152.589996,153.5,152.119995,153.5,131.176208,2642600
03/06/2016,152.399994,153.039993,151.699997,152.889999,130.654968,2328300
06/06/2016,153.089996,153.949997,152.339996,152.729996,130.518234,2378700
07/06/2016,153.309998,153.929993,152.660004,153.330002,131.03096,4465000
08/06/2016,153.529999,154.089996,153.039993,154,131.6035,2935000
09/06/2016,152.919998,153.759995,152.729996,153.419998,131.107849,2021800
10/06/2016,152.789993,153.330002,151.860001,152.369995,130.210571,3120600
13/06/2016,151.630005,152.5,150.279999,151.279999,129.279083,3610400
14/06/2016,151.279999,151.789993,150.399994,151.059998,129.09108,2865800
15/06/2016,151.460007,151.789993,150.600006,150.679993,128.766357,2260400
16/06/2016,150.190002,151.289993,149,151.059998,129.09108,2449100
17/06/2016,150.960007,152.720001,150.600006,151.990005,129.885834,4663900
20/06/2016,152.600006,154.669998,152.520004,153.610001,131.270233,3572100
21/06/2016,154.160004,154.570007,153.690002,154.050003,131.646255,2760300
22/06/2016,153.75,154.710007,152.270004,152.919998,130.680603,2833700
23/06/2016,153.449997,155.479996,152.600006,155.350006,132.757172,3969400
24/06/2016,149.970001,150.610001,146.179993,146.589996,125.271172,9082800
27/06/2016,146.179993,146.600006,142.5,143.5,122.630562,5017900
28/06/2016,144.779999,145.729996,144.220001,145.699997,124.51059,3997700
29/06/2016,146.5,148.479996,146.449997,148.460007,126.869186,3367700
30/06/2016,148.860001,151.910004,148.669998,151.779999,129.70636,3967100
01/07/2016,151.779999,152.970001,151.399994,152.350006,130.193481,2658300
05/07/2016,151.190002,152,150.759995,151.679993,129.620926,2465200
06/07/2016,151.850006,152.410004,149.919998,152.369995,130.210571,2569400
07/07/2016,152.75,153.690002,151.889999,152.600006,130.40712,2138400
08/07/2016,154,154.600006,153.080002,154.460007,131.996628,3040600
11/07/2016,154.600006,156.039993,154.5,155.330002,132.740112,2833700
12/07/2016,156,157.119995,155.520004,157.039993,134.201401,3843800
13/07/2016,157.75,158.339996,157.059998,158.020004,135.038895,2746400
14/07/2016,158.809998,161.399994,158.580002,160.279999,136.9702,4637600
15/07/2016,159.899994,159.979996,158.5,159.779999,136.542938,4476800
18/07/2016,159.300003,160.75,158.729996,159.860001,136.611282,6729700
19/07/2016,161.779999,162.139999,157.889999,159.580002,136.372009,7120000
20/07/2016,159.970001,161.710007,159.600006,161.360001,137.893158,4376300
21/07/2016,160.75,161.850006,159.889999,160.449997,137.115494,3518900
22/07/2016,160.779999,162.169998,160.479996,162.070007,138.499863,2520100
25/07/2016,162,162.880005,161.75,162.649994,138.995529,2804600
26/07/2016,162.649994,163.600006,161.369995,162.119995,138.542603,2894600
27/07/2016,162.119995,162.570007,161.179993,161.830002,138.2948,2162700
28/07/2016,161.380005,161.809998,160.710007,161.369995,137.901688,2340400
29/07/2016,161.360001,161.669998,160.029999,160.619995,137.260757,3547500
01/08/2016,160.649994,161.649994,159.839996,161.449997,137.970062,2823600
02/08/2016,161.270004,161.449997,160.360001,160.580002,137.226578,3080900
03/08/2016,160.130005,160.860001,159.800003,160.669998,137.303467,2861700
04/08/2016,160.860001,161.699997,160.119995,161.550003,138.055496,2489100
05/08/2016,162,163.509995,161.570007,163.5,139.721924,3812400
08/08/2016,162.729996,163.270004,161.580002,162.039993,139.670197,3039300
09/08/2016,162.220001,162.770004,161.649994,161.770004,139.437485,2737500
10/08/2016,162.190002,162.660004,161.960007,162.080002,139.704666,2466700
11/08/2016,162.25,164.949997,162.179993,163.529999,140.954514,8768600
12/08/2016,163.190002,163.460007,161.520004,161.949997,139.592621,2543100
15/08/2016,162.399994,162.970001,161.779999,161.880005,139.532288,2970400
16/08/2016,161.110001,161.929993,160.690002,160.699997,138.515182,2210200
17/08/2016,160.970001,161.160004,159.839996,160.440002,138.291077,3225900
18/08/2016,160.889999,162,160.440002,161.360001,139.084106,3652000
19/08/2016,160.839996,160.910004,159.520004,160.039993,137.946289,2815200
22/08/2016,160,160.570007,159.130005,160,137.911835,2039300
23/08/2016,160.330002,161.339996,160.229996,160.259995,138.135941,2838100
24/08/2016,159.889999,160.179993,158.320007,159.050003,137.092987,3645800
25/08/2016,159,159.539993,158.419998,158.630005,136.730957,2575000
26/08/2016,158.880005,160.440002,157.850006,158.320007,136.46376,2498900
29/08/2016,158.830002,160.210007,158.5,159.720001,137.670471,2475900
30/08/2016,159.759995,160.149994,158.809998,159.399994,137.394653,1813300
31/08/2016,159.660004,159.660004,158.259995,158.880005,136.946426,2323600
01/09/2016,158.320007,159.619995,158.100006,159.539993,137.51535,2358400
02/09/2016,159.880005,160.570007,159.149994,159.550003,137.523956,2315400
06/09/2016,159.880005,160.860001,159.110001,160.350006,138.213501,2994100
